explanation_id,sentence_id,sentence_text,label_annotator_1,label_annotator_2,label_final,adjudication_note,notes
AI_P30_2,4,"Think of it like a ball on a string: the string pulls sideways, keeping the ball spinning in a circle without changing its speed.",INTUITION,,INTUITION,,AUTO_ANN_V1: expansion batch
AI_P30_2,5,No work is done.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
AI_T01_1,1,Work is zero when force is perpendicular to displacement because work depends on the component of force in the direction of motion.,FRAME,FRAME,FRAME,,QC_OK: FRAME label confirmed
AI_T01_1,2,The formula for work is force times displacement times the cosine of the angle between them.,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed | T1 PRINCIPLEvsDERIVE: explicit formula statement
AI_T01_1,3,"If the force is perpendicular, the angle is 90 degrees, and cosine of 90 degrees is zero.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
AI_T01_1,4,That means the force does not transfer energy into or out of the object’s motion along its path.,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
AI_T01_1,5,"For example, in uniform circular motion, the centripetal force points inward while motion is tangent to the circle, so the centripetal force does no work.",INTUITION,INTUITION,INTUITION,,QC_OK: INTUITION label confirmed
AI_T01_2,1,Work is zero when force is perpendicular to displacement because work depends on the component of force in the direction of motion.,FRAME,FRAME,FRAME,,QC_OK: FRAME label confirmed
AI_T01_2,2,The formula for work is force times displacement times the cosine of the angle between them.,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed | T1 PRINCIPLEvsDERIVE: explicit formula statement
AI_T01_2,3,"If the force is perpendicular, the angle is 90 degrees, and cosine of 90 degrees is zero.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
AI_T01_2,4,That means the force does not transfer energy into or out of the object’s motion along its path.,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
AI_T01_2,5,"For example, in uniform circular motion, the centripetal force points inward while motion is tangent to the circle, so the centripetal force does no work.",INTUITION,INTUITION,INTUITION,,QC_OK: INTUITION label confirmed
AI_T02_1,1,Rubbing your hands together makes them feel warmer because friction converts mechanical energy into thermal energy.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_T02_1,2,"As your hands slide against each other, the microscopic bumps and irregularities on your skin interact.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T02_1,3,This causes tiny collisions and resistance at the surface.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T02_1,4,"The energy from your motion is transformed into random molecular motion, which is what we experience as heat.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T02_1,5,"The faster and harder you rub, the more energy is converted and the warmer your hands feel.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T02_1,6,This is a direct example of energy changing form: motion energy from your muscles becomes heat through friction between surfaces.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_T02_2,1,Rubbing your hands together makes them feel warmer because friction converts mechanical energy into thermal energy.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_T02_2,2,"As your hands slide against each other, the microscopic bumps and irregularities on your skin interact.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T02_2,3,This causes tiny collisions and resistance at the surface.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T02_2,4,"The energy from your motion is transformed into random molecular motion, which is what we experience as heat.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T02_2,5,"The faster and harder you rub, the more energy is converted and the warmer your hands feel.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T02_2,6,This is a direct example of energy changing form: motion energy from your muscles becomes heat through friction between surfaces.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_T03_1,1,Increasing temperature raises pressure in a sealed gas container because temperature measures the average kinetic energy of gas particles.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_T03_1,2,"When the gas is heated, the particles move faster.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T03_1,3,"In a sealed container, the volume stays constant, so the particles cannot spread out more.",CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_T03_1,4,"Instead, they collide with the container walls more often and with greater force.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T03_1,5,Pressure is caused by these collisions.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T03_1,6,More frequent and stronger collisions mean higher pressure.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T03_1,7,"This is why aerosol cans warn against heat: warming the gas inside raises pressure, which can become dangerous if the container cannot withstand the increased force.",VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_T03_2,1,Increasing temperature raises pressure in a sealed gas container because temperature measures the average kinetic energy of gas particles.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_T03_2,2,"When the gas is heated, the particles move faster.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T03_2,3,"In a sealed container, the volume stays constant, so the particles cannot spread out more.",CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
AI_T03_2,4,"Instead, they collide with the container walls more often and with greater force.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T03_2,5,Pressure is caused by these collisions.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T03_2,6,More frequent and stronger collisions mean higher pressure.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T03_2,7,"This is why aerosol cans warn against heat: warming the gas inside raises pressure, which can become dangerous if the container cannot withstand the increased force.",VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_T04_1,1,A hot drink cools down faster at first because the rate of heat transfer depends on the temperature difference between the drink and its surroundings.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_T04_1,2,"When the drink is very hot, the difference is large, so heat flows out quickly through conduction, convection, and radiation.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T04_1,3,"As the drink cools, the temperature difference becomes smaller, so heat transfer slows down.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T04_1,4,This is why the first few minutes cause the biggest temperature drop.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_T04_1,5,The cooling process naturally becomes slower over time.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_T04_1,6,"In simple terms, the farther the drink is from room temperature, the faster it loses heat.",VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_T04_2,1,A hot drink cools down faster at first because the rate of heat transfer depends on the temperature difference between the drink and its surroundings.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
AI_T04_2,2,"When the drink is very hot, the difference is large, so heat flows out quickly through conduction, convection, and radiation.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T04_2,3,"As the drink cools, the temperature difference becomes smaller, so heat transfer slows down.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
AI_T04_2,4,This is why the first few minutes cause the biggest temperature drop.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_T04_2,5,The cooling process naturally becomes slower over time.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
AI_T04_2,6,"In simple terms, the farther the drink is from room temperature, the faster it loses heat.",VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
H_E01_1,1,Ohm’s law says current equals voltage divided by resistance.,FRAME,PRINCIPLE_DERIVE,FRAME,AUTO_FINAL=Annotator1,QC_OK: FRAME label confirmed | T2 FRAMEvsPRINCIPLE: explicit law invocation is central
H_E01_1,2,"In a simple circuit with a fixed battery voltage, increasing resistance reduces current.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed | T1 PRINCIPLEvsDERIVE: applies fixed-voltage condition to infer trend
H_E01_1,3,"Resistance makes it harder for electric charge to move through a material, so fewer charges pass a point each second.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
H_E01_1,4,You can think of it like water flowing through a pipe: narrowing the pipe makes it harder for water to flow.,INTUITION,INTUITION,INTUITION,,QC_OK: INTUITION label confirmed
H_E01_1,5,A resistor does not block charge completely; it limits the flow and converts some electrical energy into heat or light.,PRINCIPLE_DERIVE,CAVEAT,PRINCIPLE_DERIVE,AUTO_FINAL=Annotator1,QC_OK: PRINCIPLE_DERIVE label confirmed | T3 VERIFYvsCAVEAT: qualifies misconception with limitation nuance
H_E01_1,6,This is why adding more resistance in series lowers the total current in the circuit.,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
H_E02_1,1,A battery stores chemical potential energy and converts it into electrical energy through chemical reactions.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
H_E02_1,2,"When the circuit is closed, these reactions move charge and maintain a voltage difference between the battery terminals.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E02_1,3,"As current flows, the reactants inside the battery are gradually used up.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E02_1,4,"Over time, the battery can no longer sustain the same chemical reactions, so the voltage drops and the battery eventually runs out.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E02_1,5,Some energy is also lost as heat because of the battery’s internal resistance.,CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
H_E02_1,6,Rechargeable batteries work by reversing the chemical reactions using an external power source to restore the stored energy.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E03_1,1,A spark happens when excess electric charge builds up and creates a strong electric field across a small gap of air.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
H_E03_1,2,"Air is normally an insulator, but if the electric field becomes strong enough, it can ionize the air molecules.",CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
H_E03_1,3,This strips electrons from atoms and makes the air temporarily conductive.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E03_1,4,"The stored charge then suddenly rushes across the gap as a brief electric current, producing a spark, a flash of light, and a snapping sound.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E03_1,5,Static electricity from walking on carpet often causes this effect.,INTUITION,,INTUITION,,Step4 full-pass (5-label schema)
H_E03_1,6,"Lightning is the same basic process, but on a much larger scale in the atmosphere.",INTUITION,,INTUITION,,Step4 full-pass (5-label schema)
H_E04_1,1,A compass needle is a small bar magnet that can rotate freely.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
H_E04_1,2,Earth behaves like a giant magnet and produces a magnetic field around the planet.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E04_1,3,"When the compass is placed in this field, the needle experiences a torque that causes it to rotate.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E04_1,4,The needle aligns itself with the magnetic field lines because that is the most stable orientation.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E04_1,5,This makes the needle point roughly north-south.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
H_E04_1,6,The compass works because magnetic fields exert forces and torques on other magnets.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E04_1,7,That simple interaction makes the compass a reliable tool for navigation.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
H_E05_1,1,A changing magnetic field through a wire loop changes the magnetic flux through the loop.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
H_E05_1,2,"Faraday’s law says that a changing magnetic flux induces an electromotive force, which is like a voltage around the loop.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E05_1,3,"If the loop is made of conducting wire, this induced voltage drives a current.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E05_1,4,"A steady magnetic field, even a strong one, does not create current by itself.",CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
H_E05_1,5,Only change matters.,CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
H_E05_1,6,"This principle is used in electric generators, transformers, induction stoves, and wireless chargers.",INTUITION,,INTUITION,,Step4 full-pass (5-label schema)
H_E05_1,7,Changing magnetic fields are one of the main ways electricity can be produced without direct contact.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
H_E06_1,1,"In a series circuit, there is only one path for electric charge to flow.",FRAME,,FRAME,,Step4 full-pass (5-label schema)
H_E06_1,2,Current is the amount of charge passing a point each second.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E06_1,3,"Because charge is conserved, the same amount of charge must pass every point in the circuit in the same amount of time.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E06_1,4,"If current were different in different parts of the circuit, charge would have to build up somewhere, which does not happen in a steady circuit.",VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
H_E06_1,5,"This is why the current is the same through every component in a series circuit, even though the voltage may change across different parts.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E07_1,1,Voltage is electric potential energy per unit charge.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
H_E07_1,2,"As current moves through a resistor, bulb, or motor, some of that electrical energy is converted into other forms such as heat, light, or motion.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E07_1,3,"That means the charge leaves the component with less energy than it had before, so the voltage drops across the component.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E07_1,4,"In a complete loop, energy is conserved: the total energy supplied by the battery equals the total energy used by all the components.",VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
H_E07_1,5,This is why the voltage drops across each part of a circuit add up to the battery’s total voltage.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E08_1,1,Two neutral objects can still attract electrically because charges inside them can shift.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
H_E08_1,2,"A nearby charged object causes the positive and negative charges in a neutral object to rearrange slightly, a process called polarization.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E08_1,3,"The side closer to the charged object becomes slightly opposite in charge, while the far side becomes slightly like-charged.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E08_1,4,"Because electric force gets weaker with distance, the closer attractive force is stronger than the farther repulsive force.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E08_1,5,This creates a net attraction even though the object is still overall neutral.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_E08_1,6,This is why a charged balloon can stick to a wall.,INTUITION,,INTUITION,,Step4 full-pass (5-label schema)
H_M01_1,1,"Acceleration is defined as any change in velocity, and velocity includes both speed and direction.",FRAME,FRAME,FRAME,,QC_OK: FRAME label confirmed | T2 FRAMEvsPRINCIPLE: conceptual setup/definitions before reasoning
H_M01_1,2,"Even when an object moves in a circle at a constant speed, its direction changes continuously.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
H_M01_1,3,"At every point on the path, the velocity vector points in a new direction, tangent to the circle.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed | T1 PRINCIPLEvsDERIVE: intermediate reasoning step
H_M01_1,4,"Because the direction changes, the velocity changes, which means the object is accelerating.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed | T1 PRINCIPLEvsDERIVE: causal inference to acceleration
H_M01_1,5,This acceleration points inward toward the center of the circle and is called centripetal acceleration.,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
H_M01_1,6,"By Newton’s second law, a net inward force must act to produce this acceleration, whether from tension, gravity, or friction.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
H_M02_1,1,"In free fall without air resistance, all objects accelerate downward at the same rate regardless of mass.",FRAME,FRAME,FRAME,,QC_OK: FRAME label confirmed
H_M02_1,2,"A heavier object does experience a larger gravitational force, but it also has proportionally greater inertia.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
H_M02_1,3,Newton’s second law says acceleration equals force divided by mass.,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
H_M02_1,4,"Since gravity provides a force equal to mass times g, the mass cancels out, leaving the same acceleration for all objects.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed | T1 PRINCIPLEvsDERIVE: mass-cancellation inferential step
H_M02_1,5,This means a hammer and a feather would fall together in a vacuum.,PRINCIPLE_DERIVE,VERIFY,PRINCIPLE_DERIVE,AUTO_FINAL=Annotator1,QC_OK: PRINCIPLE_DERIVE label confirmed | T3 VERIFYvsCAVEAT: hammer-feather example checks conclusion
H_M02_1,6,"The differences we see in everyday life come from air resistance, not from mass itself.",CAVEAT,CAVEAT,CAVEAT,,QC_OK: CAVEAT label confirmed
H_M03_1,1,"When a car suddenly accelerates forward, your body tends to remain at rest because of inertia.",FRAME,,FRAME,,QC_OK: FRAME label confirmed
H_M03_1,2,Newton’s first law says an object will stay at rest or keep moving at constant velocity unless acted on by a net external force.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
H_M03_1,3,"The seat pushes your body forward, but your body initially resists that change.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
H_M03_1,4,This makes it feel as though you are being pushed backward into the seat.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
H_M03_1,5,"In reality, there is no backward force acting on you.",VERIFY,,VERIFY,,QC_OK: VERIFY label confirmed
H_M03_1,6,The sensation comes from your body resisting the forward acceleration and adjusting to the car’s new motion.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,QC_OK: PRINCIPLE_DERIVE label confirmed
H_M04_1,1,A seatbelt reduces injury because it increases the time over which your momentum changes during a sudden stop.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
H_M04_1,2,The impulse-momentum theorem says that force times time equals the change in momentum.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M04_1,3,"In a crash, your body must go from moving at car speed to rest either way.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M04_1,4,"If that happens in a very short time, the force is extremely large.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M04_1,5,"A seatbelt stretches slightly and spreads the stopping process over a longer time, reducing the peak force on your body.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M04_1,6,"It also keeps you from hitting the dashboard or windshield, which greatly lowers injury risk.",VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
H_M05_1,1,A truck is harder to stop than a bicycle moving at the same speed because the truck has much more momentum.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
H_M05_1,2,"Momentum equals mass times velocity, so even at the same speed, the truck’s much larger mass gives it far greater momentum.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M05_1,3,"To stop a moving object, you must reduce its momentum to zero, which requires an impulse.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M05_1,4,"A larger momentum means you need more force, more time, or both to stop it.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M05_1,5,This is why trucks need stronger brakes and longer stopping distances.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
H_M05_1,6,"Greater mass also means greater inertia, which makes the truck resist changes in motion more strongly.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M06_1,1,A person standing still on ice still exerts a force on the surface because forces always come in pairs.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
H_M06_1,2,"Your weight pulls downward due to gravity, so you push down on the ice.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M06_1,3,"According to Newton’s third law, the ice pushes upward on you with an equal and opposite normal force.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M06_1,4,"These two forces do not cancel because they act on different objects: one acts on you, and one acts on the ice.",CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
H_M06_1,5,"Even when you are standing still, you are continuously exerting force downward on the surface beneath you simply by making contact with it.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M07_1,1,Friction does not always oppose motion itself; it opposes relative slipping between surfaces.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
H_M07_1,2,"When you walk, your foot pushes backward against the ground.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M07_1,3,"Static friction from the ground then pushes you forward, allowing you to move.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M07_1,4,"Without friction, your feet would slip and you could not walk effectively.",CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
H_M07_1,5,"The same idea explains how cars accelerate and turn: tires push against the road, and friction provides the forward or sideways force needed.",INTUITION,,INTUITION,,Step4 full-pass (5-label schema)
H_M07_1,6,Friction only directly resists motion when surfaces slide past each other.,CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
H_M07_1,7,"In many everyday situations, friction is what makes controlled motion possible.",VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
H_M08_1,1,A rocket accelerates in space by pushing exhaust gases backward at high speed.,FRAME,,FRAME,,Step4 full-pass (5-label schema)
H_M08_1,2,"By Newton’s third law, every action force has an equal and opposite reaction force.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M08_1,3,The rocket engine burns fuel and expels hot gas out of the nozzle.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M08_1,4,"As the rocket pushes the gas backward, the gas pushes the rocket forward with an equal and opposite force called thrust.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,Step4 full-pass (5-label schema)
H_M08_1,5,A rocket does not need air to push against because it carries its own fuel and propellant.,CAVEAT,,CAVEAT,,Step4 full-pass (5-label schema)
H_M08_1,6,This is why rockets work in the vacuum of space and can maneuver far from Earth’s atmosphere.,VERIFY,,VERIFY,,Step4 full-pass (5-label schema)
H_P21_01,1,An object in uniform circular motion can have constant speed but still accelerate because velocity is a vector with both magnitude and direction.,FRAME,FRAME,FRAME,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
H_P21_01,2,"In circular motion, the direction of velocity changes continuously, so velocity changes even when speed does not.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
H_P21_01,3,"Acceleration measures that change in velocity, so it is nonzero and points toward the center of the circle.",PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
H_P21_01,4,Its magnitude is a_c = v^2/r (or r*omega^2).,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
H_P21_01,5,A tighter turn (smaller r) or higher speed increases this inward acceleration.,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch | AUTO_ANN2_DRAFT: overlap extension
H_P22_01,1,"At fixed voltage, current and resistance are linked by Ohm's law, I = V/R.",CAVEAT,,CAVEAT,,AUTO_ANN_V1: expansion batch
H_P22_01,2,"If V stays the same and R increases, I must decrease.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
H_P22_01,3,"Physically, higher resistance means charge carriers face more opposition as they move through the material, so less charge passes a point each second.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
H_P22_01,4,So increasing resistance lowers current in a simple circuit unless voltage is changed to compensate.,CAVEAT,,CAVEAT,,AUTO_ANN_V1: expansion batch
H_P23_01,1,"Work by a constant force is W = F d cos(theta), where theta is the angle between force and displacement.",FRAME,,FRAME,,AUTO_ANN_V1: expansion batch
H_P23_01,2,"If force is perpendicular to displacement, theta = 90 degrees and cos(90) = 0, so W = 0.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
H_P23_01,3,That means the force can change direction of motion without transferring energy through work in that direction.,PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
H_P23_01,4,"A common example is carrying a bag horizontally at constant height: your upward force is perpendicular to your horizontal displacement, so your force does no mechanical work on the bag along the path.",INTUITION,,INTUITION,,AUTO_ANN_V1: expansion batch
H_P24_01,1,"For a fixed amount of gas in a rigid sealed container, volume and particle number are constant.",CAVEAT,,CAVEAT,,AUTO_ANN_V1: expansion batch
H_P24_01,2,"From the ideal gas law, P V = N k T, pressure is proportional to absolute temperature when V and N are fixed.",PRINCIPLE_DERIVE,,PRINCIPLE_DERIVE,,AUTO_ANN_V1: expansion batch
